id,preco,estoque,imagem,categoria,updated_at,preco_custo,nome,descricao,variantes,semdevolucao,deleted
368,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
369,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
370,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
371,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
372,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
373,,1000,,,2026-08-22 13:19:32.664+00,,,,{},false,false
374,,1000,,,2026-08-22 13:19:32.664+00,,,,{},false,false
375,,15,,,2026-08-22 13:19:32.664+00,,,,{},false,false
376,,15,,,2026-08-22 13:19:32.664+00,,,,{},false,false
377,,15,,,2026-08-22 13:19:32.664+00,,,,{},false,false
378,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
379,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
380,,15,,,2026-08-22 13:19:32.664+00,,,,{},false,false
381,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
382,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
383,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
384,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
385,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
386,,1000,,,2026-08-22 13:19:32.664+00,,,,{},false,false
387,,1000,,,2026-08-22 13:19:32.664+00,,,,{},false,false
388,,1000,,,2026-08-22 13:19:32.664+00,,,,{},false,false
389,,1000,,,2026-08-22 13:19:32.664+00,,,,{},false,false
390,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
391,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
392,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
393,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
394,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
395,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
396,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
397,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
398,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
399,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
400,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
401,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
402,,150,,,2026-08-22 13:19:32.664+00,85.00,,,{},false,false
403,,150,,,2026-08-22 13:19:32.664+00,6.00,,,{},false,false
404,,20,,,2026-08-22 13:19:32.664+00,42.00,,,{},false,false
405,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
406,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
407,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
408,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
409,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
410,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
411,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
412,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
413,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
414,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
415,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
416,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
417,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
418,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
419,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
420,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
421,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
422,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
423,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
424,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
425,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
426,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
427,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
428,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
429,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
430,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
431,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
432,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
433,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
434,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
435,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
436,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
437,,15,,,2026-08-22 13:19:32.664+00,,,,{},false,false
438,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
439,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
440,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
441,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
442,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
443,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
444,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
445,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
446,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
447,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
448,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
449,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
450,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
451,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
452,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
453,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
454,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
455,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
456,,15,,,2026-08-22 13:19:32.664+00,,,,{},false,false
457,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
458,,1,,,2026-08-22 13:19:32.664+00,,,,{},false,false
459,,1,,,2026-08-22 13:19:32.664+00,,,,{},false,false
460,,1000,,,2026-08-22 13:19:32.664+00,,,,{},false,false
461,,1000,,,2026-08-22 13:19:32.664+00,,,,{},false,false
463,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
464,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
465,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
466,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
467,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
468,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
469,,15,,,2026-08-22 13:19:32.664+00,,,,{},false,false
470,,15,,,2026-08-22 13:19:32.664+00,,,,{},false,false
471,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
472,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
473,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
474,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
475,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
476,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
478,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
479,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
480,,2,,,2026-08-22 13:19:32.664+00,110.00,,,{},false,false
481,,15,,,2026-08-22 13:19:32.664+00,,,,{},false,false
482,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
483,,1,,,2026-08-22 13:19:32.664+00,,,,{},false,false
484,,1,,,2026-08-22 13:19:32.664+00,,,,{},false,false
485,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
486,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
487,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
488,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
489,,15,,,2026-08-22 13:19:32.664+00,,,,{},false,false
490,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
491,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
492,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
493,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
494,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
495,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
496,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
497,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
498,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
499,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
500,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
501,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
502,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
503,,1000,,,2026-08-22 13:19:32.664+00,,,,{},false,false
504,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
505,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
506,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
507,,15,,,2026-08-22 13:19:32.664+00,,,,{},false,false
508,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
509,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
510,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
511,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
512,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
513,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
514,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
515,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
516,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
517,,15,,,2026-08-22 13:19:32.664+00,,,,{},false,false
518,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
519,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
520,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
521,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
522,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
523,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
524,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
525,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
526,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
527,,15,,,2026-08-22 13:19:32.664+00,,,,{},false,false
528,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
529,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
530,,15,,,2026-08-22 13:19:32.664+00,,,,{},false,false
531,,15,,,2026-08-22 13:19:32.664+00,,,,{},false,false
532,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
533,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
534,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
535,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
536,,1000,,,2026-08-22 13:19:32.664+00,,,,{},false,false
537,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
538,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
539,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
540,,100,,,2026-08-22 13:19:32.664+00,,,,{},false,false
541,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
542,,1000,,,2026-08-22 13:19:32.664+00,,,,{},false,false
543,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
544,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
545,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
546,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
547,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
548,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
549,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
550,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
551,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
552,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
553,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
554,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
555,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
556,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
557,,20,,,2026-08-22 13:19:32.664+00,,,,{},false,false
558,,1000,,,2026-08-22 13:19:32.664+00,,,,{},false,false
559,,1000,,,2026-08-22 13:19:32.664+00,,,,{},false,false
560,,1000,,,2026-08-22 13:19:32.664+00,,,,{},false,false
561,,1000,,,2026-08-22 13:19:32.664+00,,,,{},false,false
562,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
563,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
564,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
565,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
566,,1000,,,2026-08-22 13:19:32.664+00,,,,{},false,false
567,,1000,,,2026-08-22 13:19:32.664+00,,,,{},false,false
568,,2,,,2026-08-22 13:19:32.664+00,,,,{},false,false
569,,150,,,2026-08-22 13:19:32.664+00,,,,{},false,false
570,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
571,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
572,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
573,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
574,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
575,,1,,,2026-08-22 13:19:32.664+00,,,,{},false,false
576,,1,,,2026-08-22 13:19:32.664+00,,,,{},false,false
577,,15,,,2026-08-22 13:19:32.664+00,,,,{},false,false
578,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
579,,10,,,2026-08-22 13:19:32.664+00,,,,{},false,false
580,,1,,,2026-08-22 13:19:32.664+00,,,,{},false,false
581,,1,,,2026-08-22 13:19:32.664+00,,,,{},false,false
582,,1,,,2026-08-22 13:19:32.664+00,,,,{},false,false
583,,1,,,2026-08-22 13:19:32.664+00,,,,{},false,false
584,,1,,,2026-08-22 13:19:32.664+00,,,,{},false,false
585,,1,,,2026-08-22 13:19:32.664+00,,,,{},false,false
586,,1,,,2026-08-22 13:19:32.664+00,,,,{},false,false
